cluster index	AllFiles	sum(precursor intensity)	RTMean	RTStdErr	parent mass	ScanNumber	ProteosafeFilePath	Original_Path	internalFilename
143	sap_spectra_2017_11_16.mgf	0	0	0	900.902	1360	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
144	sap_spectra_2017_11_16.mgf	0	0	0	1290.65	1361	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
145	sap_spectra_2017_11_16.mgf	0	0	0	1542.76	1364	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
146	sap_spectra_2017_11_16.mgf	0	0	0	1050.47	1367	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
147	sap_spectra_2017_11_16.mgf	0	0	0	1096.47	1368	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
148	sap_spectra_2017_11_16.mgf	0	0	0	968.52	137	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
149	sap_spectra_2017_11_16.mgf	0	0	0	1682.8	1377	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
150	sap_spectra_2017_11_16.mgf	0	0	0	863.369	1379	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
151	sap_spectra_2017_11_16.mgf	0	0	0	1221.55	1380	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
152	sap_spectra_2017_11_16.mgf	0	0	0	1260.62	1382	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
